
5	 2e-07
6	 5.33333e-07
7	 8e-07
8	 1.33333e-06
9	 2.53333e-06
10	 8.66667e-06
11	 9.06667e-06
12	 2.28667e-05
13	 3.53333e-05
14	 7.14667e-05
15	 0.000141533
16	 0.000300867
17	 0.0006176
18	 0.00115907
19	 0.00230293
20	 0.00460567
21	 0.00915893
22	 0.0183259
23	 0.0365122
24	 0.0736627
25	 0.147836
26	 0.295285
27	 0.592116
28	 1.17386
29	 2.36135
30	 4.71565
31	 9.44394
32	 18.902
33	 37.7843
