
50 	0.0008364
100	 0.00451353
150	 0.0148499
200	 0.0353944
250	 0.0686165
300	 0.117345
350	 0.186648
400	 0.279064
450	 0.397081
500	 0.546997
550	 0.728515
600	 0.940718
650	 1.19571
700	 1.49618
750	 1.83505
800	 2.22784
850	 2.68299
900	 3.17464
950	 3.75887
1000	 4.39611
1050	 5.11139
1100	 5.86543
1150	 6.7326
1200	 7.66052
1250	 8.68244
1300	 9.79946
1350	 10.9407
1400	 12.2233
1450	 13.595
1500	 15.0752
